"","곡명","아티스트","장르","연도"
"3293","착해 빠졌어 (Stupid In Love)","소유 (SOYOU) & 매드 클라운 (Mad Clown)","가요 / 랩/힙합",2014
"3294","오늘 뭐해","4minute (포미닛)","가요 / 댄스",2014
"3295","그대가 분다","엠씨더맥스 (M.C THE MAX)","가요 / 발라드",2014
"3296","하늘색 약속","지오디 (god)","가요 / 전체",2014
"3297","헤픈엔딩 (Feat. 조원선 of 롤러코스터)","에픽하이 (Epik High)","가요 / 랩/힙합",2014
"3298","그런 남자","Bro","가요 / 발라드",2014
"3299","19금
					
					Body Language (Feat. 범키)","산이 (San E)","가요 / 랩/힙합",2014
"3300","사랑이 지나가면","아이유 (IU)","가요 / 발라드",2014
"3301","헤어졌다 만났다","다비치","가요 / 댄스",2014
"3302","I Swear","씨스타 (Sistar)","가요 / 댄스",2014
"3303","LONELY (없구나)","B1A4","가요 / 댄스",2014
"3304","썸남썸녀 (Feat. 휘성)","케이윌 & 마마무(Mamamoo)","가요 / 댄스",2014
"3305","Good-night Kiss","전효성","가요 / 댄스",2014
"3306","소주 한잔","임창정","가요 / 발라드",2014
"3307","Night and Day","휘성 (Realslow)","가요 / R&B/소울",2014
"3308","JACKPOT","블락비 (Block B)","가요 / 댄스",2014
"3309","Good Luck","비스트 (Beast)","가요 / 댄스",2014
"3310","끝사랑","김범수","가요 / 발라드",2014
"3311","당신만이","곽진언 & 김필 & 임도혁","가요 / 발라드",2014
"3312","독기","아이언","가요 / 랩/힙합",2014
"3313","미운오리새끼","지오디 (god)","가요 / 전체",2014
"3314","벚꽃 엔딩","버스커 버스커 (Busker Busker)","가요 / 락",2014
"3315","너무 보고싶어","어쿠스틱 콜라보","OST / 드라마",2014
"3316","시간과 낙엽","악동뮤지션","가요 / 발라드",2014
"3317","숨소리 (Breath) (Sung by 태연 (소녀시대) & 종현 (샤이니))","S.M. THE BALLAD","가요 / 발라드",2014
"3318","끼부리지마","WINNER","가요 / 전체",2014
"3319","Love Fiction","울랄라세션","OST / 드라마",2014
"3320","Good Morning Baby","Apink (에이핑크)","가요 / 댄스",2014
"3321","Dali, Van, Picasso","빈지노 (Beenzino)","가요 / 랩/힙합",2014
"3322","처음엔 사랑이란게","버스커 버스커 (Busker Busker)","가요 / 락",2014
"3323","거짓말 거짓말 거짓말","이적","가요 / 발라드",2014
"3324","12시 30분","비스트 (Beast)","가요 / R&B/소울",2014
"3325","Remember","Apink (에이핑크)","가요 / 댄스",2015
"3326","Ah-Choo","러블리즈","가요 / 댄스",2015
"3327","유리구슬 (Glass Bead)","여자친구 (GFRIEND)","가요 / 댄스",2015
"3328","바람이나 좀 쐐 (Feat. 우혜미)","개리","가요 / 랩/힙합",2015
"3329","스폰서 ($ponsor)","으뜨거따시 (하하 & 자이언티)","가요 / 댄스",2015
"3330","19금
					
					몸매 (MOMMAE) (Feat. Ugly Duck)","박재범","가요 / 랩/힙합",2015
"3331","Oasis (Feat. ZICO)","Crush","가요 / 랩/힙합",2015
"3332","잘나가서 그래 (Feat. 정일훈 of BTOB)","현아","가요 / 댄스",2015
"3333","Dumb Dumb","Red Velvet (레드벨벳)","가요 / 댄스",2015
"3334","팔베개 (Feat. 기현) (Pillow)","소유 (SOYOU) & 기리보이","가요 / 랩/힙합",2015
"3335","환청 (Feat. 나쑈 (NaShow))","장재인","OST / 드라마",2015
"3336","19금
					
					My Type (Prod. by 버벌진트)","제시 & 치타 & 강남","가요 / 랩/힙합",2015
"3337","No Make Up","Zion.T","가요 / R&B/소울",2015
"3338","LOVE ME RIGHT","EXO","가요 / 댄스",2015
"3339","연예할래","박보람","가요 / 발라드",2015
"3340","Apple (Feat. 박재범)","가인","가요 / 댄스",2015
"3341","새벽 가로수길 (With 송유빈)","백지영","가요 / 발라드",2015
"3342","우리집","2PM","가요 / 댄스",2015
"3343","멋진헛간","오대천왕 (정형돈 & 밴드 혁오)","가요 / 댄스",2015
"3344","사랑 범벅 (Feat. 챈슬러 of the channels)","MC몽","가요 / 랩/힙합",2015
"3345","아프다","지코 (ZICO) & 소진 (Sojin)","OST / 드라마",2015
"3346","사랑은 미친짓 (Feat. 칸토 of 트로이)","15& (박지민, 백예린)","가요 / R&B/소울",2015
"3347","소녀","오혁","OST / 드라마",2015
"3348","쩔어 (GD & T.O.P)","BIGBANG","가요 / 랩/힙합",2015
"3349","꽃이 핀다","케이윌 (K.Will)","가요 / 발라드",2015
"3350","Boys And Girls (Feat. Babylon (베이빌론))","지코 (Zico)","가요 / 랩/힙합",2015
"3351","사이먼 도미닉","사이먼 도미닉","가요 / 랩/힙합",2015
"3352","링마벨 (Ring My Bell)","걸스데이 (Girl's Day)","가요 / 댄스",2015
"3353","지못미","iKON","가요 / R&B/소울",2015
"3354","I'm So Sexy","댄싱게놈 (유재석 & JYP)","가요 / 댄스",2015
"3355","모르나봐","소유 (SOYOU) & 브라더수","OST / 드라마",2015
"3356","가슴 뛰도록","SG워너비","가요 / 발라드",2015
"3357","행복해서 미안해","다비치","가요 / 발라드",2015
"3358","걱정말아요 그대","이적","OST / 드라마",2015
"3359","시작이 좋아 2015 (Prod. By 버벌진트)","지민 & 슬옹","가요 / 랩/힙합",2015
"3360","너의 얘길 들어줄게","윤미래","OST / 드라마",2015
"3361","한번 더 말해줘 (Feat. 장한나)","지누션","가요 / 댄스",2015
"3362","Okey Dokey","MINO (송민호) & 지코","가요 / 랩/힙합",2015
"3363","조만간 봐요 (Feat. BSK & 개코)","프라이머리","가요 / R&B/소울",2015
"3364","이렇게 우리","백아연","OST / 드라마",2015
"3365","품행제로","블락비 바스타즈","가요 / 댄스",2015
"3366","예뻐서 (Feat. 루이 of 긱스) (You're Beautiful)","유승우","가요 / 인디",2015
"3367","커피 (Prod. by G-Park 박명수)","유재환 & Lim Kim","가요 / 전체",2015
"3368","아무도 모르게 (Prod. By MC몽)","치타 & 에일리 (Ailee)","가요 / 랩/힙합",2015
"3369","사랑의 시작은 고백에서부터","김범수","OST / 드라마",2015
"3370","동네술집","허각 & 정인","가요 / 발라드",2015
"3371","슬픔 속에 그댈 지워야만 해","정승환 & 박윤하","가요 / 발라드",2015
"3372","푸르던","아이유 (IU)","가요 / 댄스",2015
"3373","슈퍼스타 (Prod. by D.O)","키썸 & San E & 태완","가요 / 랩/힙합",2015
"3374","아끼지마 (Don't Be Shy) (Feat. 초아 (AOA) & 아이언)","프라이머리","가요 / 전체",2015
"3375","19금
					
					니가 알던 내가 아냐 (Prod. by GRAY)","사이먼 도미닉 (Simon Dominic) & ONE & 지투 (G2) & BewhY","가요 / 랩/힙합",2016
"3376","사랑하자","SG워너비","OST / 드라마",2016
"3377","너였다면","정승환","OST / 드라마",2016
"3378","Rain","태연 (TAEYEON)","가요 / 발라드",2016
"3379","그대라는 사치","한동근","가요 / 발라드",2016
"3380","호랑나비 (Feat. Gill & 리듬파워 & 김흥국)","보이비","가요 / 랩/힙합",2016
"3381","맘 편히 (Comfortable)","사이먼 도미닉 (Simon Dominic) & GRAY & ONE","가요 / 랩/힙합",2016
"3382","나만 안되는 연애","볼빨간사춘기","가요 / 인디",2016
"3383","구르미 그린 달빛","거미 (Gummy)","OST / 드라마",2016
"3384","숨","박효신","가요 / 발라드",2016
"3385","센치해","WINNER","가요 / 발라드",2016
"3386","사랑이었다 (Feat. 루나 of f(x))","지코 (Zico)","가요 / R&B/소울",2016
"3387","니가 하면 로맨스 (Feat. 다비치)","케이윌 (K.Will)","가요 / R&B/소울",2016
"3388","잠은 다 잤나봐요","소유 (SOYOU) & 유승우","OST / 드라마",2016
"3389","puzzle","C JAMM & BewhY (비와이)","가요 / 랩/힙합",2016
"3390","Don't Cry (우리 동네 음악대장)","하현우 (국카스텐)","가요 / 전체",2016
"3391","여름밤에 우린","Standing Egg (스탠딩 에그)","가요 / 인디",2016
"3392","제주도의 푸른 밤","태연 (TAEYEON)","가요 / 락",2016
"3393","I Miss You","마마무(Mamamoo)","가요 / 발라드",2016
"3394","너를 위해","첸 & 백현 & 시우민 (EXO)","OST / 드라마",2016
"3395","Lotto","EXO","가요 / 댄스",2016
"3396","If You","에일리 (Ailee)","가요 / 발라드",2016
"3397","네 생각","존 박","가요 / 발라드",2016
"3398","공감 (Feat. 서영은)","정준영","가요 / 발라드",2016
"3399","Dancing King","유재석 & EXO","가요 / 댄스",2016
"3400","붐바야","BLACKPINK","가요 / 랩/힙합",2016
"3401","Dream Girls","아이오아이 (I.O.I)","가요 / 댄스",2016
"3402","빗속으로","장범준","가요 / 락",2016
"3403","야 하고 싶어 (Feat. 시우민 of EXO)","지민 (AOA)","가요 / 댄스",2016
"3404","사람들이 움직이는 게","악동뮤지션","가요 / 댄스",2016
"3405","다정하게, 안녕히","성시경","OST / 드라마",2016
"3406","그대, 바람이 되어","엠씨더맥스 (M.C THE MAX)","OST / 드라마",2016
"3407","Lucky One","EXO","가요 / 댄스",2016
"3408","Decalcomanie (데칼코마니)","마마무(Mamamoo)","가요 / 댄스",2016
"3409","우아해 (woo ah)","Crush","가요 / R&B/소울",2016
"3410","못참겠어 (Feat. 로꼬)","에릭남 (Eric Nam)","가요 / 댄스",2016
"3411","그대를 잊는다는 건","다비치","OST / 드라마",2016
"3412","Good Luck","AOA","가요 / 댄스",2016
"3413","L.I.E","EXID","가요 / 댄스",2016
"3414","19금
					
					미친놈 (Feat. 제시)","#Gun","가요 / 랩/힙합",2016
"3415","내 옆에 그대인 걸","다비치","가요 / 발라드",2016
"3416","Good For You","에릭남 (Eric Nam)","가요 / 댄스",2016
"3417","어쩌면 나","로이킴","OST / 드라마",2016
"3418","How Can I Love You","XIA (준수)","OST / 드라마",2016
"3419","너도 (Feat. Cha Cha Malone)","로꼬","가요 / 랩/힙합",2016
"3420","Yum-Yum (얌얌)","7 Go Up","가요 / 댄스",2016
"3421","신사 ($insa)","Zion.T & C JAMM & 레디 (Reddy) & 서출구 (Xitsuh)","가요 / 랩/힙합",2016
"3422","1 of 1","SHINee (샤이니)","가요 / 댄스",2016
"3423","바다","허각 & 정은지","가요 / 댄스",2016
"3424","19금
					
					공중도덕 (Air DoTheQ)","The Quiett & SUPERBEE & myunDo & 플로우식 (Flowsik) & Dok2","가요 / 랩/힙합",2016
"3425","어디에도","엠씨더맥스 (M.C THE MAX)","가요 / 발라드",2017
"3426","I LUV IT","싸이 (Psy)","가요 / 댄스",2017
"3427","YESTERDAY","블락비 (Block B)","가요 / 댄스",2017
"3428","TOMBOY","혁오 (HYUKOH)","가요 / 락",2017
"3429","Artist","지코 (Zico)","가요 / 랩/힙합",2017
"3430","You(=I)","볼빨간사춘기","가요 / 인디",2017
"3431","부담이 돼 (Feat. 휘인 of 마마무)","정키(Jung Key)","가요 / 발라드",2017
"3432","소나기","아이오아이 (I.O.I)","가요 / 발라드",2017
"3433","러시안 룰렛 (Russian Roulette)","Red Velvet (레드벨벳)","가요 / 댄스",2017
"3434","I Miss You","소유 (SOYOU)","OST / 드라마",2017
"3435","나로 말할 것 같으면 (Yes I am)","마마무(Mamamoo)","가요 / 댄스",2017
"3436","넘어와 (Feat. 백예린)","DEAN","가요 / R&B/소울",2017
"3437","에너제틱 (Energetic)","Wanna One (워너원)","가요 / 댄스",2017
"3438","이 지금","아이유 (IU)","가요 / 발라드",2017
"3439","첫 눈","정준일","OST / 드라마",2017
"3440","가을 아침","아이유 (IU)","가요 / 발라드",2017
"3441","미치고 싶다","한동근","가요 / 발라드",2017
"3442","저 별","헤이즈 (Heize)","가요 / R&B/소울",2017
"3443","사랑하지 않은 것처럼","버즈 (Buzz)","가요 / 락",2017
"3444","당신의 밤 (Feat. 오혁)","황광희 & 개코","가요 / 랩/힙합",2017
"3445","DINOSAUR","악동뮤지션","가요 / 일렉트로니카",2017
"3446","NEVER","국민의 아들","가요 / 댄스",2017
"3447","노래","Zion.T","가요 / R&B/소울",2017
"3448","나의 사춘기에게","볼빨간사춘기","가요 / 인디",2017
"3449","N분의 1 (Feat. 다이나믹듀오)","넉살 (Nucksal) & 한해 & 라이노 & 조우찬","가요 / 랩/힙합",2017
"3450","11:11","태연 (TAEYEON)","가요 / 발라드",2017
"3451","CHEER UP","TWICE (트와이스)","가요 / 댄스",2017
"3452","FIVE","Apink (에이핑크)","가요 / 댄스",2017
"3453","내가 저지른 사랑","임창정","가요 / 발라드",2017
"3454","얼굴 찌푸리지 말아요","하이라이트 (Highlight)","가요 / 댄스",2017
"3455","맞지?","언니쓰","가요 / 댄스",2017
"3456","연애소설 (Feat. 아이유)","에픽하이 (EPIK HIGH)","가요 / 랩/힙합",2017
"3457","Ko Ko Bop","EXO","가요 / 전체",2017
"3458","안아줘","정준일","가요 / 발라드",2017
"3459","Blue","볼빨간사춘기","가요 / 인디",2017
"3460","And July (Feat. DEAN & DJ Friz)","헤이즈 (Heize)","가요 / 랩/힙합",2017
"3461","Who Are You","샘김 (Sam Kim)","OST / 드라마",2017
"3462","소원","어반 자카파 (Urban Zakapa)","OST / 드라마",2017
"3463","아름다워","창모 (CHANGMO)","가요 / 랩/힙합",2017
"3464","목요일 밤 (Feat. 빈지노)","어반 자카파 (Urban Zakapa)","가요 / R&B/소울",2017
"3465","숨","박효신","가요 / 발라드",2017
"3466","이런 엔딩","아이유 (IU)","가요 / 발라드",2017
"3467","피 땀 눈물","방탄소년단","가요 / 랩/힙합",2017
"3468","혼자","어반 자카파 (Urban Zakapa)","가요 / 발라드",2017
"3469","요즘것들 (Feat. ZICO & DEAN)","행주 & 영비 & Hash Swan & 킬라그램 (KILLAGRAMZ)","가요 / 랩/힙합",2017
"3470","그리워하다","비투비","가요 / 발라드",2017
"3471","기다렸다 가","다이나믹 듀오 & 첸 (CHEN)","가요 / 랩/힙합",2017
"3472","이 바보야","정승환","가요 / 발라드",2017
"3473","LAST DANCE","BIGBANG","가요 / 발라드",2017
"3474","휘파람","BLACKPINK","가요 / 랩/힙합",2017
"3475","헤어지는 중","펀치 (Punch)","가요 / R&B/소울",2018
"3476","답장","김동률","가요 / 발라드",2018
"3477","내가 더 나빠","헤이즈 (Heize)","가요 / R&B/소울",2018
"3478","우리 그만하자","로이킴","가요 / 발라드",2018
"3479","Good Day (Feat. 팔로알토) (Prod. by 코드 쿤스트)","pH-1 & Kid Milli & 루피 (Loopy)","가요 / 랩/힙합",2018
"3480","오늘밤도","펀치 (Punch)","가요 / R&B/소울",2018
"3481","비밀정원","오마이걸 (OH MY GIRL)","가요 / 댄스",2018
"3482","매트리스","10cm","가요 / 인디",2018
"3483","다른사람을 사랑하고 있어","수지 (SUZY)","가요 / 발라드",2018
"3484","전하지 못한 진심 (Feat. Steve Aoki)","방탄소년단","가요 / 발라드",2018
"3485","flex (Prod. by 기리보이)","기리보이 & Kid Milli & NO:EL & 스윙스","가요 / 랩/힙합",2018
"3486","NOAH (Feat. 박재범 & Hoody)","김하온 (HAON)","가요 / 랩/힙합",2018
"3487","고백","양다일","가요 / 발라드",2018
"3488","BOOMERANG (부메랑)","Wanna One (워너원)","가요 / 댄스",2018
"3489","마치 우린 없었던 사이 (Prod. by 정키)","다비치","가요 / 발라드",2018
"3490","애쓰지 마요","박보람","가요 / 발라드",2018
"3491","죽겠다 (KILLING ME)","iKON","가요 / 댄스",2018
"3492","내 생에 아름다운","케이윌 (K.Will)","OST / 드라마",2018
"3493","시간이 들겠지 (Feat. Colde)","로꼬","가요 / 랩/힙합",2018
"3494","너를 만나","폴킴","가요 / 발라드",2018
"3495","빛나리","펜타곤","가요 / 댄스",2018
"3496","어른","Sondia","OST / 드라마",2018
"3497","약속해요 (I.P.U.)","Wanna One (워너원)","가요 / 댄스",2018
"3498","장마 (Rainy Season)","마마무(Mamamoo)","가요 / R&B/소울",2018
"3499","전혀 (Feat. 우원재) (Prod. by GroovyRoom)","빈첸 (VINXEN)","가요 / 랩/힙합",2018
"3500","여름여름해 (Sunny Summer)","여자친구 (GFRIEND)","가요 / 댄스",2018
"3501","왜 몰랐을까","로이킴","OST / 드라마",2018
"3502","멋지게 인사하는 법 (Feat. 슬기 of Red Velvet)","Zion.T","가요 / 발라드",2018
"3503","이별길 (GOODBYE ROAD)","iKON","가요 / 발라드",2018
"3504","19금
					
					IndiGO","저스디스 (JUSTHIS) & Kid Milli & NO:EL & 영비","가요 / 랩/힙합",2018
"3505","켜줘 (Light)","Wanna One (워너원)","가요 / 댄스",2018
"3506","다시, 우리","길구봉구","가요 / 발라드",2018
"3507","겨울소리","박효신","가요 / 발라드",2018
"3508","Cereal (Feat. ZICO)","Crush","가요 / R&B/소울",2018
"3509","YES or YES","TWICE (트와이스)","가요 / 댄스",2018
